logFC	PValue	gene	cko	con
0.01281903787343375	0.976701390652224	Gns	1826	1978
0.1520410964459248	0.7167264960319732	Grn	943	1125
0.04598309228760325	0.9131942866801364	Ppp1r21	1494	1656
0.06489057427835485	0.8787625623778045	Ttyh2	902	1013
0.15962593214068946	0.6985375514219407	Tmx4	4155	4983
0.1082418776590284	0.7951715899147935	Cnot6l	1462	1692
-0.05848814395240891	0.8945573812074442	Mrps10	484	499
-0.19244349077152692	0.6402856696390625	Adgrb1	5379	5054
0.31244969376030884	0.4573231045308586	Dgkh	651	868
0.22772477526982948	0.650893819749857	Pabpc5	66	83
-0.21585209712800227	0.9999999999999974	Nostrin	13	12
0.27968091297106296	0.5058262794640972	Nagk	590	769
-0.01705937080722422	0.9693910931204678	Sirt6	1196	1269
-0.20468380236551573	0.6240628221105923	Mast4	819	763
0.2320616191463289	0.619238706442087	Pcdh11x	134	169
0.01789017291151156	0.9675868347121988	Tmub2	1298	1411
1.4686075649276904	0.04369299067865143	Tle6	8	24
0.00340351270808603	0.9946964546237648	Map4k5	2113	2274
-1.07029481416964	0.5433303771991781	Glis1	6	3
-0.4578693715333982	0.8292796411748015	Dusp5	9	7
-0.03127020544691223	0.9467463268500276	Tle2	553	581
-0.2981112768780984	0.49609006994485977	Hrob	268	234
0.14960385454005443	0.7176471936947584	B3galt1	2372	2825
0.05932164401183602	0.8861504913650043	Gna11	3428	3835
-0.3787636938855722	0.5519326760654214	Gpsm3	40	33
-0.1038267258286996	0.8047407682155701	Rab24	1108	1107
0.19533130385038633	0.8805619940652026	Gna15	13	16
-0.3698596907154998	0.39488472812448505	G6pc3	325	270
-0.3573980281298297	0.9999999999999988	Ccdc122	6	5
0.1569179755954083	0.9999999999999988	Cpne7	5	6
-0.04780883740569756	0.9083035188242248	Unc13a	3466	3600
-0.02816320877473191	0.9531685161021556	Zfp661	397	418
-0.02059236269830995	0.9622366580943396	Sos2	1386	1467
0.09365422901395534	0.8223051194903617	Colgalt1	1572	1801
0.04803954990420823	0.9085093088161602	Grip1	2127	2361
0.12168786789078416	0.76755141631914	Celf5	6066	7086
-0.00817576520749531	0.98494501791706	Cpsf7	3388	3617
0.7659748351326199	0.2792447562975957	Nrip3	12	22
-0.07628462194552124	0.8563475965489915	Nup54	1144	1165
-0.07048344952475684	0.8638381708537012	Tet3	15090	15429
-0.08001297668872702	0.926230499675713	Larp6	64	65
0.00433924322445798	0.9999999999999982	Art3	13	14
-0.3007934237931995	0.5229018365785361	Plvap	140	122
-0.09561862935428096	0.822886398171593	Ttc21b	834	838
0.05997737944784305	0.8849963692234405	Tmem127	3145	3520
0.8953493815320807	0.07988407451776419	Acot11	38	76
-0.12255226360896351	0.7732537551155496	Mfsd12	725	715
0.98476024248335	0.21173259919829412	Cxcl10	7	15
0.03526554084502319	0.9341225954611452	Fam214a	1307	1438
0.05524584659257157	0.8936662381302699	Ano8	4733	5280
-0.08555195596579108	0.8374117727592671	Ankrd27	1774	1795
0.02146950317708053	0.9599272909562852	Myl12b	1894	2064
-0.4578693715333982	0.8292796411748015	Gipc3	9	7
0.09819822788519864	0.8167378043850931	Nudt19	710	816
-0.09845838252462734	0.8149503592339628	Mrpl34	1063	1066
0.30183354989252226	0.5988696722226766	Tbxa2r	37	49
-0.27490062898691237	0.5568038154189607	Lrr1	133	118
-0.15189835903077092	0.7149515019117398	Cactin	1605	1551
0.08799932727965647	0.8471365246614082	Sncb	347	396
-0.1613164097022322	0.695093486775206	Rps29	6562	6300
0.06122847615738527	0.884318810728611	Cog3	1331	1491
-0.14483793724218164	0.7571721991997734	Filip1	138	134
0.0055861012142472	0.9895289902819452	Pip5k1c	7170	7728
0.1300500139523651	0.7704431877083402	Cobll1	200	235
-0.08434024590997549	0.8405470370590405	Ncaph	1340	1357
-0.08615625566415351	0.8359540440112887	Sidt2	2015	2038
-0.06108758941740075	0.8827332498619584	Pygo1	3637	3743
0.5609141386640449	0.29587256132200024	Ushbp1	41	65
0.3283279288766118	0.43014735743715127	Mdga2	1063	1433
-0.17993804788872847	0.6949717939443537	Tjp3	172	163
-0.1017652125093335	0.8053924305610879	Dhcr24	3760	3762
-0.12558988008876	0.7603830451160989	Rnf44	6055	5959
-0.06624632924004283	0.9147226567884884	Rtkn	118	121
-0.00926496960165631	0.9830136232321416	Dhx8	2800	2987
-0.16063653811680145	0.7132484004212942	Mrpl54	329	316
0.32412857728166405	0.4395544427858504	Arl4d	584	785
-0.02917465673375635	0.9438891351182112	Synrg	5636	5930
1.788986988009659	0.00973081567844218	Tmem106a	8	30
0.00807650805563364	0.9875694161912404	Zfr2	640	691
-0.04457948286288236	0.9205474774373524	Cog7	610	635
-0.2711282974299063	0.6949582703274324	Cebpa	27	24
0.1767562379976655	0.6675487868396198	Atcay	5955	7227
-1.5634597904091805	0.11372416206200464	Rubcnl	14	5
1.4287743301443736	0.3258686520559293	Lbx2	2	6
0.05470937231663495	0.896150195455698	Dop1a	1702	1898
-0.12464263179562007	0.7658895137991029	Dapk3	1183	1165
-0.2751775879456656	0.604732021449833	Parm1	53	47
0.11758939052624418	0.9999999999999976	Hrh2	6	7
-0.4459520467045851	0.7456255523990214	Otoa	14	11
-0.3492733813418066	0.3963737753708686	Vat1	6024	5077
-0.08921268865480848	0.8278548862829896	Eef2	91619	92469
0.26684991623015375	0.565293607112372	Htr2a	113	146
-0.14218468155903563	0.7341515212951718	Foxn2	848	825
-0.15624652629062305	0.8490473685089712	Dpp4	27	26
-1.3065058556559372	0.1832392186975093	Igsf6	14	6
0.1209919412575805	0.7736309435191865	Rundc1	895	1045
-0.04684261324163788	0.9128748840756412	Zbtb7a	991	1030
-0.34404001064559714	0.4077052799850931	Baz1a	1492	1262
-0.01371100963074632	0.9753356992786286	Ncapd3	1496	1591
0.0565830384919557	0.8915491772576015	Map2k2	3053	3409
-1.0973104351418506	0.06640411171260284	Nek11	38	19
-0.06084215783294865	0.8823010693620903	Tbr1	17530	18044
0.33686100604426245	0.4579296326751157	Zc3h12b	160	217
-0.10601295370728196	0.8012835024235653	Kri1	827	825
0.0858131709288187	0.8422462621970175	Anapc13	717	817
-0.14417758813251733	0.7308317486389976	Rrp12	1054	1024
0.05030223402294588	0.9035390671707764	Dhx57	3275	3641
0.18069507649858485	0.6632928992735697	Zc4h2	1595	1941
-0.06864609645996832	0.8697647266325131	Eef2k	1599	1637
-0.25999809554563197	0.5401988603827956	Xkr6	435	390
0.04341965221421304	0.9298219855683418	Oma1	216	239
0.03984544361607673	0.9235962608203472	Mtmr9	3596	3969
0.05596887826808752	0.8933436755461522	Becn1	2058	2297
0.09285088493281336	0.8219474205506724	Secisbp2l	4399	5037
0.0894439311034208	0.8325932632068737	Fam167a	829	947
-1.1690622482937207	0.13630421916897706	Eva1a	19	9
0.2940619121818678	0.4991519269844951	Egln3	297	391
-0.08233759452180046	0.8439857985821893	Dcbld2	1490	1511
0.6660919153927393	0.21044461789923533	Shc4	34	58
0.0668967469225601	1	Wnk4	16	18
-0.22225052647765153	0.6772211240559419	Neil2	50	46
-0.21018417971950956	0.6223780427286583	Gcfc2	417	387
-0.3159359116093589	0.4717188476516227	Dnai4	218	188
0.08862954666460736	0.9999999999999976	Gm6781	7	8
0.01766641840183552	1	Brinp3	23	25
0.1041974809466512	0.8004764843691019	Arhgap5	4725	5453
-0.2859622412444981	0.4991904460821511	Secisbp2	695	612
0.1469845149007856	0.7491401969073328	Nubpl	180	214
0.06921286034486272	0.8665715406122134	Eif2s3x	7111	8010
-0.10119383562733268	0.8097513437768362	Elmod2	1084	1085
0.06339417189002526	0.8774991377229018	Ap2b1	11855	13300
0.8350134702850508	0.27048441003426404	Mitf	13	25
-0.09629516454432988	0.8179301678867626	Ints6	1386	1392
-0.01908017601978528	0.9647395278100944	Zc3h12c	1696	1797
-0.6804928972523069	0.4277140205528258	Kcne3	15	10
-0.37627847231867056	0.36462230180939587	Tanc1	1672	1383
0.01529513482424354	0.976302189085364	1110059E24Rik	329	357
-0.3449944945798562	0.4322715244013694	Plekhh3	239	202
0.09295933109769172	0.822971730709877	Ccdc186	2019	2312
-2.948507142996245	0.05663032568809752	Ppp1r32	8	1
-0.09191142472896852	0.8262464328302396	Heatr5a	1354	1364
0.9261452023892917	0.10704269571258412	Slc24a5	22	45
0.03222681042425363	0.9404410149937332	Fam124a	1103	1211
0.24357952122949472	0.6081312164226904	Ano4	129	164
-0.10564630540713088	0.7995075206562903	Tubg1	1853	1849
0.0941972923825121	0.8215248804582863	Arl6ip5	1451	1663
0.0893632948881912	1	Chrnb4	14	16
-0.15851070625061986	0.703199254365587	Lars2	1550	1491
-0.06562420910527644	0.8735027723816564	Epn1	6753	6928
-0.09478261969235104	0.8216165410648683	Sppl2b	1115	1121
-0.2256110956924831	0.9999999999999966	Slfn8	12	11
0.0664114196438353	0.9999999999999964	Xrra1	8	9
-0.05514875271895127	0.8962722956087381	Leprot	1228	1269
-0.14053051921651277	0.7393870821288622	Lsm7	769	749
0.07341856746146547	0.8689960696463112	Rims4	370	418
-0.09726972446192762	0.8147997119061992	Spcs2	2190	2198
0.5795009264907078	0.17526564609229664	Ccdc106	258	414
-0.1887266958565278	0.6589197365328365	Pdk3	586	552
0.00920515296317698	0.9999999999999996	Abraxas1	149	161
0.3009995927048609	0.47585909215790223	Trim13	601	795
0.21265440009955489	0.6073922971880283	Scai	1978	2461
-0.575725082207484	0.7976137681669025	Lcat	7	5
-0.3144999396176161	0.5375526196069091	Neu3	73	63
-0.01978988989642554	0.9619994526922684	Oaz1	6505	6889
0.6170596237041027	0.15472526860827013	Eogt	204	336
-0.03916191960999462	0.925488713901913	Pcyt1b	2316	2420
-0.06881654813927213	0.8673141837867391	Hectd1	7612	7792
-0.00730210766674587	0.9866810044921476	Tut7	3224	3444
-0.32971510177907576	0.6144331116971207	Amh	41	35
-0.05945122030152576	0.8895480138973794	Helq	462	476
-0.11459363449765617	0.7854676483798395	Pkig	960	952
0.5667502488360348	0.3158504633730984	Impg2	27	43
0.6884126479294406	0.5884813286060379	Hpse	4	7
-0.3807997304126966	0.3684588789325598	Tpbg	587	484
-0.7508118175510639	0.07634130268203966	Raver2	627	400
-0.1374773905316963	0.74003609193376	Arx	2298	2243
-0.05357226546867792	0.8999511690322181	Plekhj1	1014	1049
-0.6061280881544038	0.33848666654520343	Ssc5d	27	19
0.11470586839452213	0.7957941979423575	Adrb1	203	236
-0.07315705804927099	0.8610955740263632	Vps13c	1653	1687
-0.06288908684525911	0.8915357854072221	Nat14	395	406
0.07185937906885002	0.8626697267740169	G2e3	2397	2705
-0.4714456788722119	0.4728153507119652	Wdr38	22	17
0.09681369765105634	0.815715831366761	Cops4	2011	2309
0.7253913575840523	0.10502659635129136	Klhl35	116	206
0.02626808509555646	0.9523500981364448	Mid1	953	1042
0.7199662951078994	0.4026388142351169	Ror1	9	16
-0.03222874237145281	0.9394878640816337	Gnptab	1622	1703
0.05989898920000875	0.8865966518328956	Gdpd5	1460	1634
-0.02853425626759326	0.945445350798507	Sec31a	3686	3880
3.394473866232383e-5	1	Fbxo33	475	510
-0.08576890154963293	0.8372408666213378	Lzts2	1626	1645
0.10494375571855624	0.8128495837762346	Nup37	362	418
1.1416037251611482	0.206492439708772	Ccl12	5	12
-0.00704769176203268	0.9890555764804028	Uvrag	1023	1093
-0.3757153715640871	0.47082569935309165	Kcnh4	52	43
-0.5568679396925023	0.24102856408446097	Nfkbiz	122	89
0.4400490894764462	0.28662236792038	Pdzrn3	2569	3742
-0.2012627881353938	0.6534814218825276	Parpbp	287	268
-0.17119756653966656	0.6905395686874387	Rmi1	430	410
0.3060319945799258	0.5476679853970419	Gm49322	61	81
-0.2149694102440303	0.6092009871924288	1810055G02Rik	680	629
0.10533882962164393	0.8101954837654437	Hacd2	329	380
-0.1156184455317742	0.791603251777238	Shq1	442	438
-0.08959867816340476	0.8338685733921318	Pcsk7	889	897
0.02483529657773956	0.9521315250390492	Brsk1	7768	8485
-0.17202527588217895	0.6793711741487982	Dennd1a	1467	1398
-0.26850216131738064	0.9999999999999964	Cfap53	9	8
0.07287929208861006	0.8647430593620945	Klf16	727	821
0.05980972836082352	0.8961141678024499	Oser1	319	357
0.06744273452648443	0.8708317260373216	Emsy	2847	3203
-0.47061561912377303	0.2580178793202753	Crb2	1412	1094
-0.4580024798893909	0.3445336106026981	Kank4	96	75
-0.20925395174287423	0.6201767895967735	Tmem98	701	651
0.28211294002235676	0.7690865218593933	Ptprh	13	17
-0.1820736642932786	0.8218567127185048	Sstr1	37	35
0.1709573786559151	0.6781654845071317	Rabgap1	4465	5397
-0.03883286664395496	0.9300751288460056	Haus8	576	602
0.29283245199328406	0.5829618582208989	Myo1d	57	75
-0.11990942910519164	0.7774100485580633	Thyn1	751	742
-0.14577560756539046	0.72885857892492	Fignl1	914	887
0.2577042240837168	0.5327248615512054	Prdm8	2422	3109
-0.23721076014232428	0.9999999999999962	Tnni3	11	10
-0.00273846079959862	0.9952958903324448	Rcbtb1	4412	4728
-0.5244542667061448	0.3105436890032885	Galm	59	44
0.200442920506037	0.6299889043564931	Tab3	1258	1552
-0.10049319594375423	0.8076329893137282	Mbd3	4241	4247
-0.19628353881346877	0.6796099278060528	Tgfbi	111	104
-0.01158860824985201	0.9794770387758102	Tstd2	1460	1555
-0.2377912600659892	0.6235290414470558	Reep6	78	71
-0.24773936562391852	0.5688148727019916	Cox18	240	217
0.6929489170786628	0.23966210494719933	Slc12a8	23	40
-0.05409723657523822	0.9445944755092788	Fbxl21	88	91
0.18449764906285365	0.6552829783535946	Ntng2	2503	3054
0.06395449852437755	0.8910106889010954	Tdrd7	376	422
0.01040081299475627	0.9810464718164036	Gnptg	700	757
8.165024863870493e-4	0.99970171651000606	Prdm4	2114	2271
0.03679112621374535	0.9290554663038566	Eif1	6539	7202
-0.07565849924761653	0.855201615458346	Leng8	2872	2926
0.2168310591877486	0.6070780738818203	Capn5	686	856
-0.00504051009877234	0.9903345677359936	Igfbpl1	19953	21348
0.0049273356814947	0.9999999999999998	Mpv17l2	375	404
0.12624495978933548	0.7736650615744611	Aldh1b1	384	450
0.05010460372089104	0.9069478315722174	Pcdh17	896	996
-0.05184771286808753	0.8998020549217305	Ankrd11	9732	10080
0.06836185499709019	0.8712167784787979	Dcaf10	1145	1289
-0.00375306829114648	0.9938396689148016	Utp6	2427	2599
-0.3895893044492717	0.5573192380447015	L3mbtl1	22	18
-0.3121290269926206	0.6449528989823541	Iqcg	22	19
-0.11557927584662184	0.8165777903043009	Kcnh8	110	109
-0.05960082310636824	0.8861079600986025	Tsen34	2483	2558
1.1935162249414366	0.06120995658088157	Chrna5	15	37
-0.02848955556815856	0.9686967881109688	Fam174c	76	80
-0.03789758225941	0.9292471960746648	Mboat7	1244	1301
0.1372630987164385	0.7430708477708626	Prpf39	1023	1208
0.07160143115712791	0.8780364143557511	Trmt10b	226	255
-0.21585209712800227	0.9999999999999974	Ky	13	12
-0.06395062454563098	0.8790012566256052	Togaram1	1439	1478
-0.18368530889781623	0.7966380000106965	Frmpd1	18	17
-0.0080420584920613	0.9863532110861022	Ric8b	1433	1530
-0.08148382315648224	0.8427655820094034	Midn	18437	18708
0.016610996624394	0.9684476055560414	Rsf1	4077	4428
-0.05049140387040803	0.9038018795407188	Rubcn	2178	2258
-0.16665955000868113	0.686515935527697	Cnot3	3243	3102
-0.35413591038074543	0.41104084155466064	Grhpr	331	278
0.03758665445510799	0.9283865383737996	Cbarp	2500	2755
-0.02730717278096725	0.9553266153573684	Aamdc	355	374
0.1436439079041416	0.734828993722575	Zcchc7	618	733
0.10739681670302628	0.7960671585572819	Lrfn5	1845	2134
0.09461474708026744	0.8184794473647681	Gtf3c4	5033	5770
-0.09883729420884203	0.8104270533723773	Zswim4	5847	5862
-0.19185704180252772	0.6454743083138166	Sbno2	1249	1174
-0.20871711669828252	0.6176709598860719	Ndufa3	944	877
0.11141667806953542	0.8494363640809179	Tnfsf9	75	87
0.36948090304792897	0.4184725355924536	Kcnc2	111	154
-0.17370819236093524	0.6790190859798914	Melk	893	850
-0.3737794290727762	0.5673415617066488	Thrsp	29	24
-0.5157036518232668	0.3967978307080015	Isg15	40	30
0.5289742344819711	0.49184868286542727	Caps2	9	14
0.02603946422509738	0.9498725034879154	Rnf38	6587	7201
0.2832951503442331	0.6648779621667618	Arhgap45	26	34
0.02798312710187107	0.9611295133382152	Alg8	264	289
-0.2877604109529017	0.5402695537249145	Dok3	116	102
0.15182337357521594	0.7169298398096151	Usp35	975	1163
-0.03658549390669682	0.932845806767698	Abca7	898	940
0.17055002761802734	0.6805874874647164	Prkx	1929	2331
-0.01266510578718425	0.9757862694911326	Supt16	7079	7534
0.0787484584117477	0.853064682241071	Dagla	702	796
-0.01118349185856309	0.9800937160855536	Wdr18	1591	1695
0.11625559670837345	0.7831728271326381	Selenoo	806	938
0.09094917364144674	0.8411052559359523	Bbs10	202	231
0.24059645294649015	0.5722609614648645	Tmem161b	458	581
0.11747819857338672	0.7766201191494284	Fbxo45	2434	2835
0.06512630374104866	0.8782047975080346	Dym	925	1039
-0.18627071076070376	0.6771443839426333	Xylb	248	234
0.04624668751839434	0.9108342891194032	Dync1li2	6011	6664
-0.04462650312004333	0.9168983497939692	Mrps2	1050	1093
-0.10236748366783108	0.8408731628327105	Kiss1r	76	76
0.01433263056758793	0.973430712080372	Cd99l2	2311	2506
0.12382969518466856	0.8150726196883638	Ggta1	100	117
0.01981583752928141	0.962098288840402	R3hdm4	4960	5399
0.47432699065974593	0.6532242711363183	Acta2	6	9
0.19944148717821952	0.6419209092853005	Cep19	438	540
0.15462958627313833	0.7097621620849647	Zdhhc17	1563	1868
-2.2011839782323785	0.09471684252109586	Twist1	9	2
0.01717879494375276	0.973644003380382	Mlc1	601	653
0.05039484486071498	0.9056819888409038	Tk2	1082	1203
-0.01257404017840812	0.9778427171830932	Pim3	1290	1373
-0.12008619256196994	0.7743860496210025	Ppp1r26	1157	1143
-0.507455588070362	0.2809115179944058	Polr3g	102	77
0.00305322859092712	0.99444549688079	Plppr3	7230	7779
0.12744713106718528	0.7637795502121699	Lysmd3	648	760
-0.11595430445953032	0.7877013764331494	Ddx11	539	534
0.17004896513851772	0.7028334530419779	Alg12	274	331
0.23664308172506687	0.5659763017177858	Ids	3490	4415
0.47432699065974593	0.6532242711363183	Krt222	6	9
0.09814859120442831	0.8128900136535676	Ythdc1	2325	2672
-0.25889765793349295	0.7111295534203077	Misp	29	26
0.0219113160030391	0.9577261275456436	Palm	9546	10406
0.01373222020201837	0.9745532700788572	Syt1	2383	2583
0.24305632026342333	0.573812651172299	Zfp983	277	352
-0.8430273268071481	0.05839443535828505	Pawr	234	140
0.09780731324763774	0.8136978109544107	Zhx3	2148	2468
-0.1167459171414346	0.8020835774439097	Hykk	101	100
-0.07415839556585131	0.8585623043123147	Cox8a	2165	2208
-0.01155234008479799	0.9791845427673334	Rnf126	1782	1898
0.09010230068870569	0.8291296952771573	Cerk	1505	1720
0.14977146560487273	0.7191497889876852	Uba6	1329	1583
0.01561109750923174	0.9703510747378216	Gramd4	4277	4642
0.0177923473630817	0.9657632759237794	Dennd5a	8450	9185
0.00189070377185367	0.9977957767579116	Cd276	1865	2005
0.13923758280203882	0.7422996474404543	Bbs9	559	661
-0.7842399089592157	0.15847706152618274	H2-Q4	45	28
0.02519328322098433	0.9541412780467092	Cog5	1037	1133
-0.5027238994289974	0.22795739063624312	Pknox2	1197	907
-0.06148514249531634	0.8853145063260944	Aldh5a1	901	927
0.01653211309236527	0.9689907670781424	Ibtk	2685	2916
0.08525813802267766	0.8548101082225993	Ttc38	151	172
-0.10073766355141012	1	Gsx2	7	7
0.7316890596317409	0.4809550380879096	Acss3	5	9
0.14106200129528662	0.7349834557445968	Fbxw2	1321	1564
0.05425847215340975	0.8981166889884814	Pip4p1	1141	1272
0.09630427008027016	0.8170767828349043	Dock4	1712	1965
-0.18310233927860073	0.6620694538218165	Tdp2	773	731
0.01214067800784002	0.9774069511191716	Apex1	2913	3154
0.21165906960329897	0.6191829264663061	Tmem59l	452	562
-0.1583243992384495	0.7109055731843816	Ints6l	606	583
-0.04370399740265492	0.9157144227700316	Rusc2	6439	6707
-0.10204538487202892	0.9230996028253252	Gm7008	26	26
-0.8885802529729446	0.5884813286060379	Nme5	7	4
-0.0079987624322076	0.9869511965177524	Fnip1	1137	1214
-0.06099874871391352	0.8843842654665475	Fam214b	1575	1621
0.28428807087675934	0.5008168085564159	Ripor2	582	761
-0.14447133995111078	0.7474859818998337	Mettl25	209	203
-0.08496305405447509	0.8406270833300947	Tmtc2	735	744
0.05327810768919251	0.9131275312344304	Fam122b	263	293
-0.1592415755001799	0.7066598915568342	Parp2	778	748
0.06692330557968844	0.8715702221682501	Tmem63b	3458	3889
-0.9228393301801464	0.2647251794877183	Prtg	16	9
0.12882164642930496	0.7552739077412034	Zfp57	2886	3388
0.10578028658515656	0.8209758314373752	Adamtsl2	148	171
-0.01223496161238315	0.9765189327010854	5031439G07Rik	9351	9955
0.04316464094583647	0.9175693311897908	Dnajb5	2616	2894
0.09446998731088334	0.8183931978928943	Fmnl2	8256	9464
0.0288514841283218	0.9450102811304372	Sugp2	3052	3343
-0.08832782577232925	0.8311133127801557	Ptpn23	2931	2960
-0.17298322450201148	0.6797424791236983	Smug1	860	819
0.34098195754808686	0.41375297167779007	Phf24	889	1209
-0.3776044902667396	0.43871812630046064	Slc2a6	92	76
-0.11718259967131851	0.8225002779458864	Galt	98	97
-0.08369241552237955	0.847491404362345	Sigmar1	533	540
-0.15682861661393444	0.7148167495814118	Zranb3	487	469
-0.03914770059653776	0.9252548616484804	Slain2	2783	2908
-0.5352341118608586	0.4103559557268994	Hyal3	23	17
0.07799197782268333	0.8502589375713858	Arl5a	4021	4557
0.2149149468248803	0.6310392119725784	Dgkb	199	248
0.01824970884222672	0.9657705942056236	Slf2	2462	2677
1.7141657735113578	0.01038444631746811	Myrf	9	32
0.02235471885492982	0.9574271271692448	Vezt	3572	3895
-0.23021947118870545	0.6606195293644112	Colec12	47	43
0.09840053584541111	0.8195056998454976	Rab3gap1	736	846
-0.21713977527182687	0.6301763364443616	Prr5	170	157
0.13832776075326372	0.7888597564804322	Mbnl3	110	130
0.03159058135108786	0.9406272306704808	Lmo1	1673	1836
0.13517564433578716	0.7431297203593072	Metap2	3813	4496
-0.27563632424556767	0.5175760224517586	Rpp25l	557	494
-0.06433274335890828	0.8828479414711962	Rfxank	671	689
-0.03644327914138667	0.931827456394648	Acaa1a	1344	1407
-0.02000219902220064	1	Tm6sf2	34	36
-0.04791817095659533	0.9079933464300808	Mgat5	3810	3957
0.02470879688792557	0.9538875940905636	Prickle1	1681	1836
-0.03832678839236227	0.930616663246522	Surf6	857	896
0.0191417574198083	0.9641639963127704	Pphln1	2250	2448
0.02998310396309431	0.94237810464191	Gatad2a	5114	5606
-0.1299672086289731	0.7517030358886223	H1f2	16087	15784
0.04411853380554088	1	Sapcd1	28	31
0.07656221039002975	0.8568114535798059	Dipk1b	870	985
0.07393854465783962	0.8606984298447108	Ankmy2	1122	1268
0.24127304948835335	0.5624576327910092	Rorb	1085	1377
-0.1297077656297991	0.8254041166957559	Slc26a8	53	52
-0.08329900787231072	0.8423291793839031	Gxylt1	1416	1435
-0.3986322273850106	0.6667830821768465	Arhgap36	16	13
-0.13041869030540895	0.7552175119577001	Ndufa13	1201	1178
-0.04090262943869377	0.9218348747112364	Rif1	2864	2989
-0.24244562100350817	0.5572765371556961	Sh3bp4	2867	2602
-0.00435415224172211	1	Nepro	426	456
2.386282296597587	0.00436854826243528	H1f6	4	23
-0.34499658080424495	0.513945274120564	Polr1has	58	49
-0.11748752635300676	0.795943036365436	Pdzrn4	193	191
-0.2876186452718374	0.5433159244421092	Ska1	141	124
-0.03229442297352704	0.9410347726550712	Kctd1	902	947
0.00784025737070695	0.9852265863467664	Ube2r2	6037	6517
-0.1774900531500651	0.6819320944705487	Armh4	454	431
0.05848344349768675	0.8885395337552449	Gmip	2041	2282
-0.610093422732277	0.19336068025987255	Rbm43	101	71
0.01998091490920772	0.9702309628518692	Igfbp7	440	479
0.16699722574658588	0.6860717226154424	Pnpla8	2692	3245
0.8861059424639591	0.2711970454608011	Fstl4	7	14
-0.09306232050947	0.8221052150816499	Edc4	3037	3057
-0.25681002080122417	0.5721647893894062	Lrrk2	197	177
-0.00832373801319376	0.9851108003001716	9530068E07Rik	2208	2357
-0.18029455723852536	0.7356637274621202	Macrod1	95	90
-0.17666848083352926	0.67554237335647	Snapc4	978	929
0.12900027371238712	0.7561841835425986	Naa30	1706	2003
0.00650617052053463	0.9902707013649614	Noa1	968	1044
-0.08203202122492044	0.847626009900156	Ap5m1	769	780
-0.07197281849909808	0.9045908796685738	Gramd1c	47	48
0.20387047374589912	0.6232476333301596	Lrrn3	1534	1897
0.11877583704718687	0.7806006236525236	Slc2a13	585	682
0.06514628423586595	0.8761591179952539	BC031181	1720	1932
0.5022028617508519	0.2739238045888194	Zdhhc23	94	143
1.2071201702484091	0.11716402921547	Rpl39-ps	8	20
0.1487529205207528	0.7175694868227973	Lzts1	7915	9421
0.15209723981372603	0.7115383147941354	Skp1	7465	8906
0.00285927243918821	1	Polr1h	475	511
0.07765599464787243	0.8513019219299034	Srp72	2924	3313
-0.2080178156246737	0.6221031477475217	Qsox2	638	593
0.05281074255479205	0.8977580199294315	Kidins220	17583	19582
-0.3261591904340522	0.446241789825448	Igsf10	355	304
0.17265248761101745	0.6826773453447441	Tmem260	747	904
-0.08040041850181484	0.8481109438636542	Ubac1	1294	1314
0.5166469520868866	0.30638224983347023	P2ry12	54	83
0.27256877313979827	0.5847248390902431	Csgalnact1	74	96
-0.14267544903934265	0.8793787814338695	P2ry13	36	35
0.4556525823408758	0.3913164800993969	Rmdn2	38	56
-0.01592347258488872	0.9693626515453384	Serbp1	9180	9748
0.04562914305689974	0.915148944634974	Tmem258	980	1086
-0.01227009950117751	0.9799354238731038	Abt1	666	709
-0.13282880010421855	0.7466321881263953	Cracd	10106	9896
1.1044329965416135	0.1832392186975093	P2ry14	6	14
-0.1383888391429692	0.7881230681210548	Gadd45a	81	79
0.06410637541092425	0.8799018895787657	Sec24a	980	1100
-0.5071451025474708	0.3623735536078463	Glb1l2	53	40
-0.00544354522394374	0.9917004445259128	Ppp1r11	1221	1306
0.07778103033207474	0.8616591216640684	Gng12	368	417
0.03244048328865223	0.9443349186706946	Cep135	469	515
-0.46270100010637943	0.33138643274171203	9530077C05Rik	113	88
0.20098888307046775	0.9032841851657576	Arsi	17	21
0.4321548735499481	0.2960275000038724	Pcdh8	2006	2906
-0.02976068497437238	0.9428003018654352	Gpi1	5238	5509
-0.1130791434550188	0.7914151775333502	Tbcc	548	544
-0.08891183689851109	0.8481526894257199	Siah2	317	320
0.05404159586759437	0.8973534774892762	Exoc1	1762	1964
0.15868808427210015	0.8600571879574911	Npy1r	10	12
0.03752923590995888	0.9273903122635982	Calm2	11662	12851
-0.12453190668191016	0.7658282634317689	Thap11	1255	1236
-5.665842252898054	0.04096458480476239	Lum	6	0
-0.02986719968143774	0.9431076016625184	Hif1an	2923	3074
-0.05934114952070016	0.8984003389011627	Arhgap26	395	407
-0.11847942175953675	0.7801861672674923	Wtip	545	539
0.10466384938629844	0.8095425897824748	Elf1	369	426
0.43561433756959395	0.320613839672974	Megf11	168	244
0.03107314629666703	0.9569542518334124	Marchf1	237	260
0.13437816310487766	0.7446720887994384	Tbc1d24	3614	4259
-0.07648263495179664	0.8530427645472733	Btg1	4610	4694
0.03735895689766291	0.9304639468800864	Eea1	1149	1266
0.1794678077778268	0.6648417870519572	Fam13b	1913	2326
-0.32367775683884165	0.6251051171273727	Tmem255a	35	30
0.13229824500459325	0.7532703661352805	Rnf13	741	872
